time,.accel_opening,.max_velocity,.steer_angle,.vehicle_velocity,.direction_switch,.light_signal,.left_winker,.right_winker,.hone_signal
2019/04/05/16:41:03.046706,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.056706,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.066676,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.076672,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.086632,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.096653,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.106686,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.116668,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.126784,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.136642,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.146741,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.156659,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.166654,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.176684,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.186503,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.196508,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.206497,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.216559,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.226650,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.236668,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.246521,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.256732,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.266648,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.276478,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.286510,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.296488,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.306522,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.316755,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.326652,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.336523,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.346490,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.356475,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.366513,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.376490,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.386544,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.396508,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.406731,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.416700,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.426567,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.436711,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.446749,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.456740,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.466491,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.476713,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.486661,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.496687,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.506729,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.516764,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.526680,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.536672,0,2.07999992371,-0.5,0.0,1,0,0,0,0
